listing_id,review_polarity
47257507,0.9829
45090891,0.98285
26288544,0.9828
35635328,0.9826666666666667
36603470,0.9826
6085633,0.9826
40329593,0.9826
22362186,0.9825
18934948,0.9824
8442686,0.9823
20035377,0.9821
29905201,0.9821
2606989,0.9821
36345682,0.9820000000000001
13811460,0.982
26353835,0.9819
7789511,0.9819
6149212,0.9818125000000001
31595962,0.9818
43767999,0.9816666666666668
47242564,0.9816
40085465,0.9815
10339744,0.9814
42387745,0.9814
5127047,0.98135
4179790,0.9813333333333333
35649160,0.98105
5004095,0.9810000000000001
5715833,0.981
46374230,0.98095
33684559,0.9809
38404837,0.9809
38602424,0.98085
46296701,0.9808
33467047,0.9807
39673776,0.9807
35288603,0.9806
31392632,0.9806
6089603,0.9806
44304105,0.98055
36105449,0.9805
1598460,0.9804999999999999
17670310,0.9804999999999999
34907653,0.98045
16104617,0.9802333333333334
34280580,0.9802
4983971,0.9802
18821811,0.98
19438380,0.9799
42861927,0.9798
16111485,0.97975
9635984,0.9797
44513457,0.9796999999999999
12068731,0.9795333333333334
12622496,0.9795
42173755,0.9794
6006017,0.979325
46189310,0.9792
11031880,0.9791
2126181,0.9790222222222221
20888049,0.979
19337572,0.979
5226568,0.9789666666666667
14186226,0.9789
40886233,0.9788999999999999
6810958,0.9788
25915850,0.9788
45939547,0.9787
26232864,0.9785
46299889,0.9785
43161810,0.9784
26916211,0.97835
25480908,0.9782
43256538,0.9781
9506054,0.9779
8000502,0.9779
42779227,0.97785
9434177,0.9778
46217403,0.9777
46514581,0.9776
5518317,0.9774
45229005,0.9773333333333333
38729274,0.9773
36105313,0.9773
17572875,0.9772
16309682,0.9771
17641969,0.9771
45576151,0.9769
43089988,0.9769
26461874,0.9769
35616038,0.9767
43246447,0.9766
28300532,0.9765
23392766,0.9764333333333334
31569331,0.9764
43246262,0.9763666666666667
21407435,0.9762333333333334
18749994,0.9762
33272674,0.9761666666666667
21552544,0.9761000000000001
12999726,0.976
266300,0.9759599999999999
43461809,0.9759500000000001
14399588,0.97595
13165268,0.9758333333333334
42150670,0.9758
22544636,0.9758
34569910,0.9757
44478678,0.9756
6845207,0.9755833333333334
44646058,0.9755
44374895,0.9755
43151409,0.9753
44124117,0.97525
45649857,0.97525
3550186,0.97525
3930441,0.9752000000000001
47472686,0.9752
38286595,0.975
42903389,0.97495
40531563,0.9748
42810573,0.974725
35009646,0.9746
26991411,0.9744
45660994,0.9743
18077353,0.9741333333333334
36040388,0.9741
21895866,0.9741
45862776,0.9741
3902750,0.9741
43717700,0.9741
43802832,0.9741
44213791,0.974
39899481,0.974
24422482,0.9737
46357262,0.9736499999999999
18124965,0.9736
45174405,0.9735
24976431,0.9734166666666667
37319445,0.9734
3861530,0.9733
43535886,0.97325
20360280,0.9732000000000001
22088060,0.9732
37123653,0.9731000000000001
13494003,0.9731
36960807,0.9731
29673839,0.9729833333333334
42411466,0.9729
16441788,0.9729
43187478,0.9728749999999999
13830177,0.9728
28098745,0.9728
40094520,0.9727
44862573,0.9726
40033678,0.9726
46176202,0.9725999999999999
2979246,0.9725666666666667
7763457,0.97255
2316010,0.9724
45141256,0.9723999999999999
19531535,0.97235
47120646,0.9723
9077190,0.9722999999999999
44594254,0.9722500000000001
10741167,0.9722000000000001
42857395,0.9721666666666667
4700353,0.97215
41131306,0.9720666666666666
12115883,0.972
12889875,0.9719249999999999
36803655,0.9719
7559466,0.9719
36868287,0.9718
13390040,0.9715
5329665,0.9715
46033662,0.9714
7912610,0.9713
1552348,0.97122
7413364,0.9712
37535446,0.9712
46692130,0.9711
1483630,0.9710833333333334
5898448,0.971
29061984,0.9708
41312356,0.9707666666666667
24490750,0.9707
2303169,0.9707
14615293,0.9707
43807638,0.97068
39560977,0.9706
7330011,0.9706
17158714,0.97058
20587463,0.9705
21648978,0.9705
379133,0.9705
40010655,0.9703
45986599,0.9702
30693319,0.97
35951930,0.96985
46486004,0.9698
40513570,0.9697666666666667
7462239,0.9696000000000001
46691999,0.9696
47048726,0.9695
36798460,0.9695
44814131,0.9694666666666666
12904571,0.9694
45025087,0.9694
13867109,0.9693
42537150,0.9692666666666666
12847496,0.9691000000000001
47160887,0.9691
43598514,0.969
6413486,0.969
41351362,0.969
40400036,0.96895
15941134,0.968875
18191664,0.9688
37212276,0.9688
40351949,0.96875
36072988,0.9687
45318102,0.9686
7228027,0.9685
14962575,0.968475
8502841,0.9684333333333335
7589478,0.9684
45083928,0.9682
11271448,0.9682
41176491,0.9682
39523788,0.9678333333333334
45380215,0.9678
27197323,0.9678
37859870,0.9678
24185291,0.9678
33306400,0.9677
11374315,0.9677
39466007,0.9676
19346264,0.9674999999999999
33471649,0.9674499999999999
9983766,0.9674
6382040,0.9674
5587307,0.9673999999999999
41406068,0.9671750000000001
27405873,0.9671000000000001
26100911,0.9671
43168980,0.967
42530186,0.967
11058715,0.9669
45423835,0.9668
43712409,0.9668
43396582,0.9668
45127498,0.9665
6502594,0.9664846153846154
40348898,0.9664
37545888,0.96635
39226511,0.9663
42229137,0.9662875000000001
36585431,0.966125
10994303,0.9661
16491514,0.9661
44434528,0.966
29332029,0.9658500000000001
35709680,0.96585
26640546,0.9658
21414278,0.9657444444444443
45701154,0.9657
30469393,0.9657
45064700,0.9657
35451739,0.9656750000000001
19401714,0.9656666666666666
42838155,0.96555
12133807,0.96555
21436952,0.9655499999999999
13528484,0.9654714285714286
25971520,0.9652125
29853810,0.9652000000000001
46004260,0.9652
13726787,0.965
43036342,0.9649999999999999
39689738,0.96495
13950096,0.96495
13005722,0.9648666666666667
42019524,0.9648333333333333
19283033,0.9648315789473685
19711281,0.9648000000000001
44572353,0.9648
28688997,0.9648
9146137,0.9648
24958767,0.9648
2536954,0.9647692307692307
34845693,0.9647
45866932,0.9646333333333333
9330322,0.96455
6104732,0.9645
41524948,0.9645
22250975,0.9644
25010091,0.9643
42252244,0.9643
15080921,0.9643
38235864,0.9643
45551199,0.9642
8049895,0.9642
33202378,0.9642
31006314,0.9642
30968183,0.9641
45654112,0.964
41080605,0.9638
27854767,0.9638
35039653,0.9638
41795779,0.9638
43310479,0.9638
40651493,0.9637
42988039,0.9636
23396191,0.9636
6575082,0.9635
34278253,0.9634
24596438,0.9634
28147906,0.9633666666666666
43355890,0.9631000000000001
2150181,0.9630666666666666
39674021,0.9628
30235108,0.9626714285714286
43278909,0.96255
31242978,0.96236
3405489,0.9623199999999998
38661688,0.9623
35005868,0.9622999999999999
38346463,0.96225
39278651,0.9622
47892674,0.9621
45053623,0.9619500000000001
27761289,0.9619
31644221,0.9618
11443229,0.9618
44494717,0.9618
6445470,0.9617833333333333
7763172,0.96175
13507026,0.9617499999999999
40348310,0.9617333333333334
7220525,0.9617
41213853,0.9617
146601,0.9615428571428571
43292211,0.9615
8416353,0.9615
7558765,0.9613
38208575,0.9612
39533318,0.9611
9079462,0.9611
45503316,0.961
791012,0.960975
20212843,0.96095
44103229,0.9609
4710136,0.9608000000000001
6480476,0.96074
33870475,0.9607333333333334
6832888,0.9607
23611701,0.96065
39507493,0.9606
4680622,0.9606
45892054,0.9606
45484585,0.96055
19367417,0.9605333333333334
16049759,0.9604833333333334
45050398,0.960325
47070811,0.9603
33441022,0.9602125000000001
42226476,0.9601666666666667
16477225,0.9601545454545456
45051126,0.9601500000000001
26766440,0.9601333333333333
29334011,0.9601
42001198,0.9601
40579903,0.96
12789556,0.9599666666666667
23071926,0.9599
19706966,0.95985
6404419,0.9596111111111111
31665000,0.9596
18976964,0.9595666666666668
104096,0.9595555555555555
42806000,0.9595
39598685,0.9595
3937405,0.9595
23857936,0.9594
2123691,0.9594
38149640,0.9592
5277493,0.959
13376406,0.95895
6210347,0.9589000000000002
41291864,0.9589000000000001
45032094,0.9589
34120694,0.9589
40728935,0.95885
12071567,0.9587333333333333
18923975,0.9587285714285715
40587518,0.9587000000000001
13078791,0.9587
33913266,0.9586
44101669,0.9586
4249781,0.9586
28763000,0.9585
47218251,0.9584999999999999
34380449,0.95845
42836224,0.95842
45260728,0.9583
1649059,0.9583
45642392,0.9581999999999999
6373530,0.9581
6216598,0.958
41050330,0.958
977495,0.9579375
7783864,0.9578
34752162,0.9577
28756001,0.95762
18060903,0.9576
41318991,0.95756
28928792,0.9575
956250,0.9575
35677160,0.9573999999999999
14847340,0.9573846153846155
3238717,0.9573
30061519,0.9572
5761422,0.9571428571428572
37716633,0.9571
9239375,0.9571
36145759,0.9571
8311777,0.95705
28978882,0.957
46518858,0.9569
11021529,0.9566
13942292,0.9565
41244627,0.9565
36968589,0.9565
4302809,0.9564666666666667
39024403,0.9564
6778421,0.9563
1196880,0.9561636363636364
6724677,0.9561000000000001
20089092,0.9561
19750951,0.9559500000000001
44210637,0.9559200000000001
37719064,0.9559
45424380,0.9559
4234374,0.9559
22998360,0.9559
39228734,0.9558500000000001
13940183,0.9558
11297662,0.9557214285714285
45952120,0.9556666666666667
6939805,0.9556285714285714
38122782,0.9556
3021915,0.9555708333333334
37994560,0.9555
39508926,0.9555
48031805,0.9555
42283577,0.9554833333333334
17220152,0.9554
7022470,0.9553499999999999
46155823,0.955325
19826146,0.9552
33604626,0.9552
45593904,0.9552
14729409,0.9551
6762014,0.9550285714285714
7063016,0.9549124999999999
28286296,0.9549000000000001
28305698,0.95485
26256271,0.9547
26967523,0.95465
21312541,0.9546
6360316,0.95458
45312313,0.9545333333333333
30292769,0.9545
35742218,0.9545
27139893,0.9545
28814054,0.954372727272727
38258264,0.95425
43117243,0.9542
34388992,0.9541999999999999
4475463,0.95415
1564089,0.9541142857142857
23230726,0.9541
20771727,0.9540599999999999
19474380,0.95405
11376846,0.9539857142857143
47142378,0.9538
9544561,0.9537
41171822,0.9535666666666666
38540236,0.9533333333333335
6099507,0.953175
7126453,0.9531
28454136,0.9531
45296838,0.9531
29884067,0.9531
39489432,0.95306
13348585,0.953
31675049,0.9529666666666667
34136360,0.9529000000000001
17601809,0.95285
11635646,0.9527166666666668
36344754,0.9526
5834256,0.9525333333333333
11733971,0.9525
27521874,0.95245
25389856,0.9524
36317839,0.9524
35010588,0.9523714285714286
28890267,0.952325
22941254,0.9523
14994072,0.9523
42987681,0.9523
2020201,0.9523
7413729,0.9523
3925001,0.9522642857142858
42910164,0.95225
26954132,0.95225
15673991,0.952175
45054342,0.9521
30931,0.9521
39964370,0.952
41004519,0.9519
2223363,0.9518363636363637
15397806,0.9517
38155316,0.9517
27826009,0.95165
22106013,0.9516
27610010,0.9516
8686454,0.9515399999999999
36846372,0.9515
43523027,0.9514
14708773,0.9512
38293527,0.9512
40426148,0.9511666666666666
35649923,0.95114
19971038,0.9509375000000001
39110284,0.9509
39232306,0.9509
39921186,0.9508666666666666
44623781,0.9508
43302201,0.95075
34396239,0.9506
25181556,0.9506
1134877,0.9505500000000001
13639084,0.95055
20598465,0.95055
43882553,0.9505
7318222,0.95045
39019998,0.9504
12622930,0.9502333333333333
734305,0.9502263157894738
45162179,0.9502
42242279,0.9502
12583311,0.9501999999999999
11592311,0.9501
10922780,0.9501
46879254,0.9501
26847016,0.9501
39413043,0.9501
43206152,0.9501
18636686,0.9500666666666667
9881922,0.9500333333333333
25263027,0.95
42837521,0.9499833333333334
36566774,0.9499333333333332
43432071,0.9499
13989740,0.9499
7546596,0.9497857142857142
39339788,0.9497
42350703,0.9495666666666667
37886870,0.9494666666666666
43261975,0.9494250000000001
45086845,0.9493
40973078,0.9493
9548318,0.9493
29186443,0.9492666666666666
1879787,0.9492529411764705
625877,0.9492235294117646
35147890,0.9491
6678744,0.9490999999999999
42863203,0.9490000000000001
40131218,0.948975
7024331,0.9489
30018941,0.9489
36477692,0.94885
4846908,0.94885
13925965,0.94875
8812875,0.9487
7835351,0.9486666666666667
30039839,0.9485
31294225,0.9485
45164014,0.9484
13540340,0.9484
366973,0.9479111111111111
3971971,0.9478727272727273
44535521,0.9478
45103179,0.9477
1426591,0.947678125
43524362,0.94765
45984012,0.9476
34222062,0.9476
39035100,0.9475
14039399,0.9474750000000001
21509011,0.9474
37288038,0.9474
47928387,0.9473
38264953,0.9472
13298026,0.9471250000000001
13799890,0.9471
29683802,0.9470727272727274
7938569,0.947025
19403136,0.9470142857142857
35864791,0.9469714285714286
33965974,0.9468714285714286
25832723,0.94685
30394411,0.9468000000000001
46021767,0.9468000000000001
6868063,0.94675
21507759,0.9467
35316206,0.94665
39607190,0.94665
182573,0.9465
7797964,0.9464
44475366,0.9464
41324159,0.9463
22968365,0.9461375000000001
9565669,0.946
35758363,0.946
42609579,0.945925
9060491,0.945925
1656292,0.9457999999999999
1057144,0.9457833333333334
39265906,0.9457
30427906,0.9456500000000001
3609570,0.9455500000000001
9670752,0.9455
46144688,0.9455
43803219,0.9454833333333333
7225869,0.94545
24775396,0.9453428571428573
45928531,0.945325
18765370,0.9452750000000001
17921274,0.9452666666666668
33023735,0.9452333333333334
579918,0.9451307692307692
16267754,0.9450666666666666
36847382,0.945
23073637,0.9449750000000001
10851687,0.94496
21948308,0.944925
2138766,0.94491875
22791548,0.9449000000000001
27658830,0.9449
39953118,0.9448666666666666
9716107,0.94485
9994521,0.9447750000000001
9464086,0.9447
31448951,0.9446
28616407,0.9444333333333333
6184196,0.9444250000000001
6703473,0.9443900000000001
38979405,0.9442499999999999
45579933,0.9442
44028325,0.9442
36035754,0.9442
14664277,0.9441
20277383,0.9440999999999999
1163516,0.9440666666666667
33716899,0.944
22940282,0.9439833333333335
4197272,0.9439333333333333
27575133,0.9439260869565216
13019979,0.9438666666666666
45423520,0.9438
20946462,0.9438
43613534,0.9437599999999999
30040787,0.9437
7726849,0.9436999999999999
19777844,0.9436333333333332
21584349,0.9436
46011015,0.9436
43459723,0.943575
41746148,0.9434
34544280,0.943225
25347240,0.9432
22094476,0.9432
41374721,0.9432
47567374,0.9432
27384037,0.9432
15339084,0.9431857142857142
40382953,0.943175
16478649,0.9431676470588236
12092730,0.94316
3749722,0.9431571428571427
34687541,0.94315
40679067,0.943025
37810929,0.94302
41933934,0.9430000000000001
19712089,0.9429285714285714
28963533,0.9427333333333333
15956068,0.9427
35009169,0.9426
42039816,0.9426
37706031,0.9425444444444445
6955115,0.9425
21294228,0.9423
32914941,0.9423
37975736,0.942241176470588
28187271,0.9422
17369005,0.9422
5355000,0.9422
10675632,0.9421333333333334
8031392,0.9421
34158360,0.9421
14819833,0.9418857142857142
42459105,0.9418500000000001
20678397,0.9418
41994010,0.9418
44575406,0.9418
7967157,0.9418
19144962,0.941775
7818043,0.9415846153846155
38047252,0.941525
13851154,0.9415
11777213,0.9414125000000001
26622265,0.9414
2336683,0.9413181818181818
46878982,0.9413
40062039,0.9413
20803067,0.9412499999999999
26570309,0.9412
37148592,0.9412
37834765,0.9412
7539797,0.9412
43459220,0.9411
30369977,0.9410666666666666
47143030,0.941
11813090,0.94099
30508308,0.9409
13548199,0.9408333333333334
44686036,0.9408
38295574,0.9408
37555237,0.9407874999999999
40353162,0.9407
38864536,0.9406000000000001
32282107,0.9404600000000001
3774155,0.9404
6901399,0.9404
27434650,0.9403785714285716
26349701,0.9403499999999999
40365312,0.9403
41219378,0.9403
25812106,0.9403
47193398,0.9402666666666667
6291691,0.9402333333333334
47292719,0.9402
13064615,0.9402
34399328,0.9402
6090076,0.9401333333333333
28104464,0.9401
20671032,0.94005
28761168,0.9400166666666666
23753911,0.93985
46201156,0.9398
43642720,0.9398
40369247,0.9397600000000003
6317047,0.9397208333333333
38347432,0.9397
4924224,0.9397
38925979,0.9396500000000001
42788208,0.93962
5571045,0.9395666666666666
3540655,0.9395
25588962,0.9394
37798435,0.9393076923076926
19067175,0.9393
36485883,0.9393
32570936,0.93925
40948848,0.9392
31362637,0.9392
40797962,0.9389500000000001
31570770,0.9389333333333334
14011682,0.9388
29906097,0.9388
42649585,0.9387
6622297,0.9387
3849103,0.9387
17477872,0.9385
45058624,0.9385
20625549,0.9383999999999999
38606659,0.93835
19804467,0.93835
44030586,0.93835
36757536,0.93832
17051894,0.9382333333333334
41587690,0.9382333333333334
35286108,0.9382
3344276,0.9382
21701976,0.9382
43431349,0.9382
46336685,0.9382
27600820,0.9382
2455032,0.9382
36632863,0.9382
42738298,0.9381
22518160,0.9380933333333333
23090173,0.9380857142857142
4321434,0.93805
40825771,0.938
46312300,0.938
37625292,0.93775
40734664,0.9377
11678518,0.9376625
10847375,0.9376500000000001
38825784,0.9376411764705883
2806584,0.9376333333333333
19068824,0.9376
36077046,0.9376
3767200,0.9375749999999999
29387933,0.9375249999999999
14005067,0.9375
44186336,0.9374250000000001
43830674,0.9373750000000001
8341174,0.9373333333333332
41087967,0.937325
42206536,0.9373
43834584,0.9371
22927131,0.9371
29395502,0.9371
14747875,0.9371
44243478,0.9371
6377197,0.9371
40541246,0.9371
6235796,0.93706
43076108,0.937
34242352,0.9369799999999999
17122785,0.9369500000000001
40825439,0.9367
21844955,0.93668
40093063,0.93666
9297752,0.9366
37534556,0.9366
27609931,0.93655
2553718,0.9365
30665349,0.9364
7347527,0.9363333333333334
37886608,0.9363
2666635,0.9362777777777777
40212460,0.93625
13055972,0.9361
36150210,0.9360166666666666
44473219,0.936
44320625,0.936
23520758,0.936
24624353,0.936
45327316,0.936
31085065,0.9359812499999999
4091123,0.935775
16897190,0.9357625
44516931,0.9357500000000001
2176774,0.9357
45481913,0.935675
13587334,0.93566
38731776,0.9355333333333333
17402566,0.9354874999999999
36426397,0.9354
34443456,0.9353933333333333
19272648,0.9353260869565219
4620735,0.9353
31627402,0.9352499999999999
20918269,0.9351499999999999
33165711,0.9350999999999999
18312948,0.9350923076923079
40060336,0.9350499999999999
31387448,0.9349714285714287
20239036,0.9348
4750234,0.93475
31836241,0.9347
45843767,0.934675
38161252,0.934675
8101498,0.9346666666666666
43334503,0.93465
17592271,0.93465
41325629,0.9346
42355780,0.9345666666666665
25014267,0.93455
45642883,0.9344
15123946,0.934381818181818
7163804,0.9341538461538463
23613295,0.9341076923076922
37239056,0.9341000000000002
33554540,0.93405
4975152,0.9338846153846154
6677948,0.9338500000000001
4998418,0.9338500000000001
29800379,0.9337200000000001
41951911,0.9337
22025747,0.9337
43089496,0.9337
20597863,0.9337
36233457,0.9337
2916008,0.9336872727272729
13201505,0.933657142857143
19347683,0.93365
42446763,0.9336
43299600,0.9336
29681811,0.9335666666666667
42775903,0.9335
37516294,0.9334250000000001
33396661,0.93318125
6766061,0.93315
16451311,0.9330833333333333
37212927,0.9328666666666666
32040287,0.93284
11564054,0.93275
3229123,0.9327379310344827
17827344,0.9326611111111109
8932848,0.9326
39386473,0.9325722222222222
13619411,0.9325666666666667
23807418,0.93255
42857277,0.9325
9821219,0.9325
2068172,0.9325
29653958,0.9324666666666667
13950414,0.9324500000000001
33636404,0.9324266666666666
20982498,0.9324
38688929,0.9324
47253628,0.9324
45859572,0.9324
22318345,0.9324
36380726,0.9323
41126646,0.9323
7612225,0.9322666666666666
43349423,0.9322
39397385,0.9320999999999999
45205271,0.9320857142857143
32270378,0.932
29516835,0.9319000000000001
14711952,0.9318500000000001
23790243,0.9318142857142858
16845834,0.9318
34031905,0.93178
44429908,0.9317
5944987,0.9317
28807132,0.9315888888888888
23233333,0.9315555555555556
42375237,0.9315333333333333
5593084,0.93145
29540251,0.9314
17210616,0.9313714285714285
34124908,0.9313166666666667
13330127,0.9313
30069755,0.9313
20672254,0.9313
19856661,0.9311157894736843
8605956,0.9311
39894460,0.93105
3954077,0.931
5403527,0.9309020000000002
46767473,0.9307833333333333
41853602,0.9307333333333334
32178797,0.9307
3979252,0.9306166666666668
37884763,0.9306
3775607,0.93055
37040303,0.93055
3602373,0.9305062499999999
39914118,0.9305
35707843,0.9305
40729987,0.9304749999999999
43674899,0.9304166666666666
6885755,0.9303699999999999
28256040,0.93025
37182775,0.9302166666666668
46490590,0.93015
31220912,0.9301333333333334
33217594,0.9301166666666666
7582385,0.9300799999999999
41243802,0.9300166666666666
46694038,0.93
41534592,0.93
2874229,0.92996
34419781,0.9299
35116624,0.9299
32916583,0.9299
4031210,0.92988
35547820,0.929875
19381319,0.9298166666666666
35317098,0.92945
40209190,0.9294
9478270,0.9294
26715184,0.9293
29634849,0.9293
37015650,0.9292333333333334
47785411,0.9292
8386278,0.92915
40898642,0.9291499999999999
4044023,0.9291333333333333
21289900,0.9291
7061794,0.9290727272727274
2855254,0.9290307692307689
1170889,0.9289466666666667
42527933,0.9288615384615384
1945120,0.9288208333333331
35959351,0.9288
11921519,0.9287666666666667
10115512,0.9287000000000001
35992355,0.9287
36478210,0.9287
30271862,0.9286076923076924
21613612,0.9286000000000001
32334916,0.9286
3250197,0.9286
28306794,0.9286
44904589,0.9286
27000386,0.9285666666666668
34342550,0.9285
36182639,0.9284222222222223
9392169,0.9283
43432518,0.92825
26302438,0.9281599999999999
27404790,0.92815
18638123,0.9281105263157893
6863551,0.9281
5770940,0.9280542857142856
2413073,0.9280250000000001
45505141,0.9279999999999999
1270535,0.9278437500000001
41916777,0.927775
27674540,0.927725
14586040,0.9277
43390961,0.9276
21427094,0.9276
38326576,0.92752
37910412,0.9274249999999999
35785789,0.9274
41747359,0.9274
16897434,0.92738
45752656,0.9273714285714286
37813979,0.9273199999999999
34902916,0.9273
1221275,0.9272666666666666
2165395,0.9272307692307694
13925019,0.9272
4187941,0.9271843137254904
11427629,0.9271833333333332
9704523,0.9270999999999999
15883613,0.9270999999999998
43332412,0.9270666666666667
31071456,0.9269000000000001
43537397,0.92685
7368315,0.9268333333333333
13965660,0.9268304347826087
35547554,0.9268000000000001
34653455,0.9268000000000001
13429306,0.9268
45435421,0.9267
6701632,0.9264749999999999
13238455,0.92634
788710,0.92625
45532195,0.9262
25920158,0.9261444444444444
33340677,0.92606
45757298,0.92605
9282702,0.926
45206436,0.926
42002110,0.926
41325454,0.926
40279631,0.9259666666666666
44301173,0.9259333333333334
45516665,0.9259
26011746,0.9259
43277696,0.9258
36298940,0.9258
43390391,0.9258
15088650,0.9257833333333334
3683593,0.9257749999999999
4332450,0.9256800000000001
26234821,0.9255000000000001
7412476,0.92545
7053949,0.92540625
11674218,0.9254000000000001
40585573,0.9254
35282971,0.925325
2807413,0.9252875
34599347,0.9252833333333332
4095915,0.9249923076923079
46641206,0.9249499999999999
37945989,0.9249499999999999
29340250,0.9249
12737927,0.924875
21206199,0.9248
16897015,0.9247833333333334
18731956,0.9247800000000002
19965899,0.9247500000000001
43536289,0.9246
45126900,0.9246
26594843,0.9246
42562431,0.9246
40881562,0.9246
12491241,0.9245499999999999
25277956,0.9245
43726073,0.9245
13728288,0.9244399999999999
36971408,0.9244
45550175,0.9244
35787670,0.9244
23007543,0.9243999999999999
7912118,0.92435
10114935,0.92435
17044015,0.9242250000000001
36625327,0.92415
26967455,0.92405
6902191,0.9240052631578948
45878911,0.924
5189544,0.9239999999999999
7072278,0.9237625
29548177,0.9236111111111112
20191799,0.9236
33265096,0.9236
20859049,0.9233217391304349
5669069,0.9233166666666666
26551803,0.9233
29880676,0.9232359999999998
41660993,0.92317
39107952,0.9231285714285714
42154707,0.9231
27122138,0.9231
14193986,0.9231
14982611,0.9231
30072254,0.9231
33364639,0.9231
10787516,0.923075
41369724,0.9230700000000001
10805318,0.9230279999999997
37094267,0.9230039999999999
10791293,0.9229792452830188
24898813,0.9229
45162482,0.9227666666666666
4029348,0.9226821428571428
13829332,0.9226699999999999
35941961,0.92255
22880077,0.9225066666666667
42901803,0.9224399999999999
539936,0.9224151515151514
1920804,0.9224
24874997,0.9224
1931961,0.9223571428571429
184784,0.9223387096774195
35715395,0.9223
44230416,0.9221333333333334
31696910,0.9220708333333335
16907315,0.9220666666666667
3027364,0.9218826086956523
41267906,0.9218000000000001
30447295,0.9218
29780923,0.92172
3575440,0.9216599999999999
46281075,0.9216500000000001
41145400,0.9216
45937919,0.9216
29190109,0.9215272727272729
27497634,0.9214666666666668
34690699,0.92145
23709992,0.92145
37943494,0.9214444444444445
13465029,0.9214400000000001
17585040,0.9214363636363637
36241752,0.9213
14422995,0.921225
32352855,0.9212199999999999
42811723,0.9212111111111112
1531582,0.9211763157894735
36756894,0.9211352941176472
41244891,0.92105
1335133,0.9210375
28152137,0.9210142857142857
37912956,0.9209666666666667
41041922,0.9209
43440170,0.92064
44304470,0.9206000000000001
23633368,0.9206
1754254,0.9205470588235294
24993455,0.9204
17543122,0.9203833333333334
43384080,0.92035
44570686,0.92034
23594015,0.9203375
44472736,0.9201666666666667
5714619,0.920115
40132905,0.9201
46190666,0.9201
13435322,0.92
45026851,0.92
13514401,0.919925
36359368,0.919925
43897715,0.9198875
22463537,0.9198679999999999
46940415,0.9197
46617105,0.9196
20138514,0.9195166666666665
34430727,0.9195166666666665
6416040,0.9195
15413644,0.9193222222222224
33472099,0.9193000000000001
31592759,0.9193
10804047,0.919225
38457635,0.9192
26966458,0.9190285714285714
43701868,0.9189666666666666
32168287,0.9189071428571429
21975330,0.9189049999999999
5268254,0.9188599999999999
43779105,0.9188333333333333
35307546,0.9188
26251765,0.9187000000000001
31497877,0.9186749999999999
32811056,0.9186631578947368
23625512,0.9186
45273662,0.9186
42671571,0.9185666666666666
24573331,0.91855
43968850,0.9185000000000001
39085473,0.9184
3120863,0.9182456140350876
39754975,0.9182
43690538,0.9181499999999999
30741146,0.9180666666666667
8187499,0.9180333333333333
28777271,0.9178714285714287
22278472,0.9178333333333333
27759317,0.9178000000000001
21785403,0.9177722222222222
35137634,0.9177666666666666
39798052,0.9174
11792715,0.9173636363636366
45423471,0.9173500000000001
39649641,0.91734
33548940,0.917225
3312043,0.9172142857142856
45516079,0.917
46174034,0.9169
363057,0.9169
46644580,0.9169
44112739,0.9169
11137390,0.9169
5940301,0.9168166666666666
2919002,0.9168160000000002
27423,0.9166615384615386
